Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,AvgDaysBetweenPurchases,UniqueProducts,ZeroPriceCount,CancelledTransactions,ReturnRatio,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,PreferredTimeOfDay,ChurnRiskCategory,BasketSizeCategory,RegMonth,RegDay,RegWeekday,IP_FirstOctet,RFMSegment_Dormants,RFMSegment_Fidèles,RFMSegment_Potentiels,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Perdu,CustomerType_Régulier,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,WeekendPreference_Semaine,WeekendPreference_Weekend,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_Unknown,AccountStatus_Pending,AccountStatus_Suspended,Region_Autre,Region_Europe continentale,Region_UK,Country_TargetEnc,AvgBasketValue,TenureRecencyRatio,CancelPerFreq,SupportBurden,ProdBreadthPerTrans,HighCancelFlag,RegYearsActive,Churn
216,3,1110.52,10.282592592592591,7.8376992583438465,39.8,455,4.212962962962963,153,369,6,11,5,1.4205607476635511,87,0,0,0.0,18.0,2.0,2.0,1,3,1,4,1,10,24,6,116,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,370.17333333333335,1.4025974025974026,0.0,0.012987012987012988,21.75,0,1,1
59,6,3160.0,21.35135135135135,14.967638044715578,102.0,2638,17.824324324324323,310,369,1,13,10,2.095238095238096,110,0,0,0.0,36.0,3.0,5.0,3,4,2,2,3,10,16,5,140,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,526.6666666666666,0.18971061093247588,0.0,0.00964630225080386,15.714285714285714,0,1,0
19,2,214.65,4.77,4.15723356441407,20.85,132,2.933333333333333,349,369,6,13,11,7.931818181818182,41,0,0,0.0,79.0,0.0,2.0,6,2,2,1,1,6,4,4,202,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.3324050632911392,107.325,0.054285714285714284,0.0,0.0,13.666666666666666,0,1,0
265,2,299.6,4.993333333333334,7.324150130987412,52.2,149,2.4833333333333334,104,369,6,13,12,1.7627118644067796,55,0,0,0.0,19.0,0.0,5.0,1,2,2,4,1,7,20,1,222,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,149.8,2.5238095238095237,0.0,0.0,18.333333333333332,0,1,1
3,12,6763.16,12.01271758436945,15.571495226792942,250.0,2863,5.085257548845471,366,369,3,13,12,0.6441281138790036,347,0,1,0.0017761989342806,,3.0,2.0,0,4,2,1,2,9,9,3,99,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,563.5966666666667,0.008174386920980926,0.07692307692307693,0.008174386920980926,26.692307692307693,0,1,0
5,13,2633.8499999999995,44.6415254237288,64.55136884719607,271.2,701,11.88135593220339,364,369,6,15,12,6.189655172413793,33,0,0,0.0,61.0,1.0,5.0,5,4,3,1,2,10,18,0,213,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.3324050632911392,202.60384615384612,0.0136986301369863,0.0,0.0027397260273972603,2.357142857142857,0,1,0
19,7,1429.9,4.766333333333334,6.975817801679574,81.36,663,2.21,350,369,6,13,11,1.1672240802675586,222,0,8,0.0266666666666666,43.0,2.0,5.0,3,3,2,1,1,9,25,5,45,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.3324050632911392,204.27142857142857,0.05413105413105413,1.0,0.005698005698005698,27.75,0,1,0
22,13,3669.92,28.67125,29.66897003060884,139.2,1420,11.09375,346,369,6,12,12,2.677165354330709,79,1,6,0.046875,49.0,2.0,3.0,4,4,2,1,2,3,9,1,112,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.2631578947368421,282.3015384615385,0.06340057636887608,0.42857142857142855,0.005763688760806916,5.642857142857143,0,1,0
253,2,263.55,6.4280487804878055,12.210406057849225,74.25,168,4.097560975609756,115,369,6,14,12,2.875,35,0,0,0.0,23.0,4.0,4.0,1,2,3,4,1,10,9,5,214,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,131.775,2.1810344827586206,0.0,0.034482758620689655,11.666666666666666,0,1,1
5,16,3797.79,8.20257019438445,7.605296235235665,52.2,2052,4.431965442764579,363,369,0,15,12,0.7748917748917749,302,0,2,0.0043196544276457,49.0,2.0,4.0,4,4,3,1,1,9,13,0,233,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,237.361875,0.013736263736263736,0.11764705882352941,0.005494505494505495,17.764705882352942,0,1,0
17,5,2012.17,6.367626582278481,6.112639551414214,45.0,730,2.310126582278481,351,369,1,14,10,1.107936507936508,204,0,0,0.0,72.0,1.0,2.0,6,4,3,1,1,12,24,4,73,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,402.434,0.048295454545454544,0.0,0.002840909090909091,34.0,0,1,0
12,20,4758.200000000001,5.144000000000001,6.370083776216551,76.5,4410,4.767567567567568,357,369,6,12,11,0.3798701298701298,404,0,26,0.0281081081081081,,1.0,1.0,0,4,2,1,1,8,22,6,132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,237.91000000000003,0.0335195530726257,1.2380952380952381,0.002793296089385475,19.238095238095237,0,1,0
55,2,642.7700000000001,17.372162162162166,4.891347880092367,30.0,369,9.972972972972974,314,369,6,12,10,8.722222222222221,37,0,0,0.0,72.0,0.0,3.0,6,3,2,2,2,9,4,5,16,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.3324050632911392,321.38500000000005,0.1746031746031746,0.0,0.0,12.333333333333334,0,1,0
157,2,446.87,4.80505376344086,4.56069636741734,21.95,215,2.3118279569892475,212,369,6,15,12,2.3043478260869565,79,0,0,0.0,28.0,,5.0,2,2,3,4,1,12,29,1,102,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.3324050632911392,223.435,0.7370892018779343,0.0,,26.333333333333332,0,2,1
15,10,1634.5299999999995,15.869223300970871,20.087938761967337,81.6,885,8.592233009708737,354,369,2,14,10,3.431372549019608,65,0,5,0.0485436893203883,,,3.0,0,3,3,1,2,4,12,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,163.45299999999995,0.04225352112676056,0.45454545454545453,,5.909090909090909,0,1,0
3,7,2419.84,20.507118644067795,24.080805176563665,250.0,917,7.771186440677966,365,369,1,13,12,3.102564102564102,75,0,1,0.0084745762711864,76.0,1.0,,6,4,2,1,2,10,17,6,18,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,345.6914285714286,0.00819672131147541,0.125,0.00273224043715847,9.375,0,1,0
3,29,5713.28,15.914428969359331,11.47877692591474,108.0,4654,12.963788300835654,366,369,2,15,12,0.9972067039106144,211,0,5,0.0139275766016713,34.0,0.0,3.0,2,4,3,1,2,8,20,4,76,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0.2631578947368421,197.00965517241377,0.008174386920980926,0.16666666666666666,0.0,7.033333333333333,0,1,0
17,75,33805.69,84.72604010025063,76.98218498708206,408.0,32592,81.6842105263158,351,369,2,11,3,0.7964824120603015,72,0,30,0.075187969924812,80.0,2.0,1.0,6,4,1,1,3,7,5,0,215,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,450.74253333333337,0.048295454545454544,0.39473684210526316,0.005681818181818182,0.9473684210526315,0,1,0
2,11,4196.009999999999,40.73796116504854,46.59594803470983,243.0,1275,12.37864077669903,366,369,1,14,5,3.5588235294117645,42,0,0,0.0,55.0,1.0,1.0,5,4,3,1,2,2,26,4,141,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,381.4554545454545,0.005449591280653951,0.0,0.0027247956403269754,3.5,0,1,0
16,23,5541.460000000001,21.98992063492064,290.578290271118,3155.95,3823,15.17063492063492,353,369,0,11,8,1.3824701195219125,164,0,39,0.1547619047619047,41.0,2.0,1.0,3,4,1,1,3,8,29,6,104,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,240.9330434782609,0.04519774011299435,1.625,0.005649717514124294,6.833333333333333,1,1,0
138,2,494.08,27.44888888888889,26.31112421612463,87.0,316,17.555555555555557,230,369,6,15,12,13.529411764705882,16,0,0,0.0,,4.0,1.0,0,2,3,4,3,10,22,4,45,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.5,247.04,0.5974025974025974,0.0,0.017316017316017316,5.333333333333333,0,1,1
267,4,904.67,5.799166666666666,4.861946372275379,25.5,593,3.801282051282051,101,369,3,16,2,0.6451612903225806,126,0,3,0.0192307692307692,,1.0,1.0,0,3,3,4,1,3,28,6,67,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,226.1675,2.6176470588235294,0.6,0.00980392156862745,25.2,0,1,1
38,14,2622.57,7.971337386018238,5.297464594763692,31.8,1556,4.729483282674772,331,369,4,10,1,0.9908536585365854,274,0,0,0.0,,3.0,5.0,0,4,1,2,1,2,10,2,206,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,187.32642857142858,0.1144578313253012,0.0,0.009036144578313253,18.266666666666666,0,1,0
34,7,1434.7200000000005,13.795384615384618,14.436721578936202,76.5,831,7.990384615384615,335,369,6,12,12,3.233009708737864,70,0,1,0.0096153846153846,23.0,2.0,3.0,1,3,2,2,2,8,22,6,48,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0.3324050632911392,204.96000000000006,0.10119047619047619,0.125,0.005952380952380952,8.75,0,1,0
15,2,467.0400000000001,20.306086956521742,10.41090064182312,47.7,176,7.6521739130434785,354,369,4,8,11,16.09090909090909,19,0,0,0.0,,4.0,4.0,0,2,1,1,2,2,9,1,234,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.3324050632911392,233.52000000000004,0.04225352112676056,0.0,0.011267605633802818,6.333333333333333,0,1,0
16,3,2817.03,8.971433121019107,7.89152561510457,49.95,1395,4.442675159235669,352,369,6,16,12,1.121405750798722,228,0,0,0.0,,4.0,4.0,0,4,3,1,1,12,7,1,221,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,939.0100000000001,0.0453257790368272,0.0,0.0113314447592068,57.0,0,1,0
12,7,1451.28,10.366285714285716,35.33736741390222,353.34000000000003,1556,11.114285714285714,356,369,3,12,7,2.5467625899280577,110,0,0,0.0,,4.0,5.0,0,3,2,1,2,6,30,2,112,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,207.32571428571427,0.03361344537815126,0.0,0.011204481792717087,13.75,0,1,0
2,43,16219.22,50.52716510903427,63.60763138964364,249.00000000000003,9725,30.29595015576324,367,369,2,12,12,1.1,179,0,17,0.0529595015576324,,2.0,2.0,0,4,2,1,3,5,18,1,94,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,377.19116279069766,0.005434782608695652,0.38636363636363635,0.005434782608695652,4.068181818181818,0,1,0
46,3,1095.08,17.38222222222222,4.368632857839507,27.04,578,9.174603174603174,322,369,0,9,10,5.193548387096774,48,0,0,0.0,33.0,3.0,,2,3,1,2,2,11,23,1,37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,365.02666666666664,0.14241486068111456,0.0,0.009287925696594427,12.0,0,1,0
17,2,179.94,14.995,13.02968882625717,33.2,77,6.416666666666667,351,369,1,16,11,31.90909090909091,12,0,1,0.0833333333333333,50.0,2.0,3.0,4,2,3,1,2,1,10,6,70,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.3333333333333333,89.97,0.048295454545454544,0.3333333333333333,0.005681818181818182,4.0,0,1,0
1,33,17078.449999999997,49.79139941690961,55.55067311924148,302.40000000000003,9435,27.50728862973761,368,369,1,10,6,1.043859649122807,255,0,15,0.0437317784256559,26.0,0.0,1.0,2,4,1,1,3,8,31,1,165,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,517.5287878787877,0.0027100271002710027,0.4411764705882353,0.0,7.5,0,1,0
2,26,5352.97,10.663286852589644,9.276624269512649,49.5,2506,4.99203187250996,367,369,1,16,12,0.7085828343313373,293,0,28,0.0557768924302788,77.0,2.0,1.0,6,4,3,1,1,10,23,5,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,205.88346153846155,0.005434782608695652,1.037037037037037,0.005434782608695652,10.851851851851851,0,1,0
366,2,345.8900000000001,26.606923076923085,27.71962523334187,83.4,83,6.384615384615385,2,369,0,9,12,0.1666666666666666,9,0,3,0.2307692307692307,76.0,2.0,4.0,6,2,1,4,2,1,24,6,186,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.3324050632911392,172.94500000000005,122.0,1.0,0.6666666666666666,3.0,1,1,1
3,11,2019.77,17.56321739130435,9.4690072052104,50.0,883,7.678260869565217,366,369,0,12,12,3.1842105263157894,58,0,1,0.008695652173913,23.0,4.0,1.0,1,4,2,1,2,10,11,0,210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,183.61545454545455,0.008174386920980926,0.08333333333333333,0.010899182561307902,4.833333333333333,0,1,0
3,4,1046.56,17.15672131147541,10.36245317179793,47.7,709,11.62295081967213,365,369,0,15,12,6.05,51,0,0,0.0,33.0,3.0,3.0,2,3,3,1,2,9,22,2,219,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,261.64,0.00819672131147541,0.0,0.00819672131147541,10.2,0,1,0
29,6,1311.79,14.25858695652174,11.812524790975484,34.8,1192,12.956521739130435,339,369,0,10,12,3.7142857142857135,90,0,3,0.0326086956521739,,0.0,3.0,0,3,1,1,2,9,16,3,45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,218.63166666666666,0.08529411764705883,0.42857142857142855,0.0,12.857142857142858,0,1,0
23,11,1676.47,17.647052631578948,15.610248534399162,119.9,1254,13.2,346,369,1,9,2,3.617021276595745,92,0,1,0.0105263157894736,20.0,1.0,4.0,1,3,1,1,2,9,26,6,44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,152.40636363636364,0.06628242074927954,0.08333333333333333,0.002881844380403458,7.666666666666667,0,1,0
74,2,551.0400000000001,20.40888888888889,30.900415398419355,152.64,672,24.88888888888889,294,369,0,13,9,11.307692307692308,19,0,0,0.0,,2.0,5.0,0,3,2,3,3,12,19,6,124,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.3324050632911392,275.52000000000004,0.25084745762711863,0.0,0.006779661016949152,6.333333333333333,0,1,0
37,3,483.65,17.273214285714285,3.548799539929408,28.0,188,6.714285714285714,331,369,3,10,11,12.25925925925926,27,0,0,0.0,77.0,3.0,4.0,6,2,1,2,2,9,27,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3157894736842105,161.21666666666667,0.11144578313253012,0.0,0.009036144578313253,6.75,0,1,0
21,16,1708.86,56.962,53.93660758002287,152.64,1542,51.4,347,369,2,11,5,11.758620689655173,4,0,6,0.2,76.0,3.0,4.0,6,3,1,1,3,4,14,2,112,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.3324050632911392,106.80375,0.0603448275862069,0.35294117647058826,0.008620689655172414,0.23529411764705882,1,1,0
369,1,56.25,14.0625,4.262897097827564,20.0,39,9.75,0,369,0,10,12,0.0,4,0,0,0.0,53.0,2.0,1.0,4,1,1,4,2,8,23,0,18,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.3324050632911392,56.25,369.0,0.0,2.0,2.0,0,1,1
30,16,2616.32,15.036321839080458,9.744400154437898,53.1,1270,7.2988505747126435,338,369,0,10,6,1.9132947976878607,86,0,17,0.0977011494252873,36.0,1.0,2.0,3,4,1,1,2,3,9,1,122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2631578947368421,163.52,0.08849557522123894,1.0,0.0029498525073746312,5.0588235294117645,0,1,0
1,6,1384.6799999999998,15.915862068965517,34.670622191468446,275.0,568,6.528735632183908,367,369,0,11,12,4.244186046511628,70,0,1,0.0114942528735632,,1.0,5.0,0,3,1,1,2,2,11,3,166,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0.3324050632911392,230.77999999999997,0.002717391304347826,0.14285714285714285,0.002717391304347826,10.0,0,1,0
358,2,290.4,15.284210526315787,2.100796980485353,17.700000000000003,134,7.052631578947368,10,369,3,17,12,0.5555555555555556,18,0,0,0.0,20.0,2.0,5.0,1,2,3,4,2,9,10,4,82,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.3324050632911392,145.2,32.54545454545455,0.0,0.18181818181818182,6.0,0,1,1
19,6,939.32,19.985531914893617,34.94462867280866,201.6,741,15.76595744680851,349,369,0,10,9,7.565217391304348,28,0,0,0.0,80.0,3.0,5.0,6,3,1,1,3,4,7,2,104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,156.55333333333334,0.054285714285714284,0.0,0.008571428571428572,4.0,0,1,0
10,52,19786.44,13.120981432360743,21.21114305296764,249.00000000000003,9191,6.094827586206897,359,369,2,11,6,0.2249502322495023,408,0,6,0.0039787798408488,36.0,1.0,,3,4,1,1,2,8,12,3,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,380.5084615384615,0.027777777777777776,0.11320754716981132,0.002777777777777778,7.69811320754717,0,1,0
20,2,639.8900000000001,4.474755244755245,3.7831501577031466,25.5,545,3.8111888111888113,349,369,6,11,11,2.4577464788732395,103,0,0,0.0,,1.0,4.0,0,3,1,1,1,5,12,2,224,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,319.94500000000005,0.05714285714285714,0.0,0.002857142857142857,34.333333333333336,0,1,0
283,3,321.04999999999995,16.0525,11.733560448110952,35.400000000000006,159,7.95,85,369,0,9,3,4.473684210526316,19,0,1,0.05,49.0,0.0,1.0,4,2,1,4,2,9,10,4,185,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.3324050632911392,107.01666666666665,3.2906976744186047,0.25,0.0,4.75,0,1,1
41,8,977.2099999999998,6.88176056338028,6.707702072334436,33.9,440,3.0985915492957745,327,369,4,11,9,2.2907801418439715,105,0,0,0.0,,2.0,3.0,0,3,1,2,1,1,3,6,148,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,122.15124999999998,0.125,0.0,0.006097560975609756,11.666666666666666,0,1,0
2,24,4604.31,16.62205776173285,11.521795937259082,76.32000000000001,3919,14.148014440433212,366,369,3,16,11,1.286231884057971,176,0,12,0.0433212996389891,,5.0,2.0,0,4,3,1,2,11,11,3,173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,191.84625000000003,0.005449591280653951,0.48,0.013623978201634877,7.04,0,1,0
61,10,680.3000000000002,26.16538461538462,20.372647197803083,76.5,100,3.8461538461538463,307,369,0,8,6,12.16,8,0,3,0.1153846153846153,58.0,1.0,2.0,5,3,1,3,1,3,5,4,65,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0.3324050632911392,68.03000000000002,0.19805194805194806,0.2727272727272727,0.003246753246753247,0.7272727272727273,1,1,0
186,4,701.33,18.954864864864867,8.746216839811886,40.56,327,8.837837837837839,182,369,3,8,5,5.055555555555555,32,0,1,0.027027027027027,50.0,2.0,1.0,4,3,1,4,2,11,30,1,92,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,175.3325,1.0163934426229508,0.2,0.01092896174863388,6.4,0,1,1
127,8,889.9300000000002,12.534225352112678,13.060019980511058,70.80000000000001,477,6.71830985915493,241,369,2,13,3,3.4,56,0,0,0.0,57.0,1.0,4.0,5,3,2,4,2,1,7,3,131,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,111.24125000000002,0.5247933884297521,0.0,0.004132231404958678,6.222222222222222,0,1,1
17,30,7116.469999999999,15.57214442013129,12.139103020642168,72.0,4764,10.424507658643329,351,369,1,10,10,0.743421052631579,253,0,33,0.0722100656455142,56.0,1.0,5.0,5,4,1,1,2,10,9,5,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2631578947368421,237.21566666666664,0.048295454545454544,1.064516129032258,0.002840909090909091,8.161290322580646,0,1,0
15,8,1773.92,8.738522167487686,6.606096702802905,35.8,1202,5.921182266009852,353,369,0,9,12,1.7277227722772277,108,0,2,0.0098522167487684,,1.0,3.0,0,3,1,1,2,12,12,6,75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,221.74,0.0423728813559322,0.2222222222222222,0.002824858757062147,12.0,0,1,0
65,5,380.5700000000001,3.883367346938776,4.758659592931292,30.0,183,1.8673469387755104,303,369,0,11,5,3.1030927835051547,86,0,1,0.010204081632653,,2.0,3.0,0,2,1,3,1,11,24,2,160,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,76.11400000000002,0.2138157894736842,0.16666666666666666,0.006578947368421052,14.333333333333334,0,1,0
51,14,5028.119999999999,20.35676113360324,40.24284458989714,622.5,2768,11.20647773279352,317,369,3,9,10,1.2682926829268293,167,0,4,0.0161943319838056,18.0,2.0,2.0,1,4,1,2,2,10,14,3,84,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,359.1514285714285,0.16037735849056603,0.26666666666666666,0.006289308176100629,11.133333333333333,0,1,0
3,4,1096.6699999999998,37.81620689655172,43.928853226698365,162.72,615,21.20689655172414,365,369,2,8,12,13.0,25,0,1,0.0344827586206896,,1.0,4.0,0,3,1,1,3,10,31,6,103,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,274.16749999999996,0.00819672131147541,0.2,0.00273224043715847,5.0,0,1,0
26,4,444.46,2.7267484662576686,6.476912452536449,30.0,386,2.3680981595092025,342,369,2,13,6,2.1049382716049383,151,0,1,0.0061349693251533,45.0,0.0,5.0,4,2,2,1,1,3,1,1,220,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,111.115,0.07580174927113703,0.2,0.0,30.2,0,0,0
4,12,2226.9100000000003,18.40421487603306,12.454096297474855,85.0,991,8.190082644628099,364,369,1,15,2,3.0083333333333333,82,0,0,0.0,74.0,0.0,2.0,6,4,3,1,2,3,18,3,217,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,185.57583333333335,0.010958904109589041,0.0,0.0,6.3076923076923075,0,1,0
369,1,76.32000000000001,76.32000000000001,0.0,76.32000000000001,72,72.0,0,369,0,12,12,,1,0,0,0.0,42.0,4.0,,3,1,2,4,3,11,25,3,191,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.3324050632911392,76.32000000000001,369.0,0.0,4.0,0.5,0,1,1
23,7,2827.9300000000003,10.473814814814816,15.845615341216233,142.8,4400,16.296296296296298,345,369,1,13,10,1.271375464684015,168,0,0,0.0,67.0,3.0,5.0,6,4,2,1,3,9,30,3,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,403.99000000000007,0.06647398843930635,0.0,0.008670520231213872,21.0,0,1,0
7,38,9623.35,21.337804878048782,9.913989098107702,62.400000000000006,5069,11.239467849223947,361,369,4,13,12,0.7733333333333333,98,0,11,0.024390243902439,40.0,3.0,1.0,3,4,2,1,2,3,31,2,59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,253.24605263157895,0.019337016574585635,0.28205128205128205,0.008287292817679558,2.5128205128205128,0,1,0
2,19,4435.790000000001,9.835454545454548,8.132635896575145,51.0,3183,7.057649667405765,366,369,3,13,12,0.7955555555555556,272,0,1,0.0022172949002217,48.0,2.0,4.0,4,4,2,1,2,9,19,6,159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,233.46263157894742,0.005449591280653951,0.05,0.005449591280653951,13.6,0,1,0
369,1,252.8,4.358620689655172,5.401330391112026,31.8,104,1.793103448275862,0,369,0,12,12,0.0,49,0,0,0.0,,1.0,3.0,0,2,2,4,1,2,2,1,249,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,252.8,369.0,0.0,1.0,24.5,0,1,1
33,4,971.7600000000002,11.432470588235295,8.932254675356843,46.8,497,5.847058823529411,335,369,0,12,12,3.9642857142857135,67,0,0,0.0,59.0,3.0,4.0,5,3,2,2,2,11,23,1,135,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,242.94000000000005,0.09821428571428571,0.0,0.008928571428571428,13.4,0,1,0
8,4,627.1300000000001,13.065208333333336,14.666928638960329,59.0,459,9.5625,360,369,4,11,10,7.638297872340425,35,0,0,0.0,52.0,2.0,4.0,4,3,1,1,2,9,15,2,200,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,156.78250000000003,0.0221606648199446,0.0,0.00554016620498615,7.0,0,1,0
156,11,2596.4500000000003,7.940214067278288,8.299544278459406,67.5,1413,4.321100917431193,212,368,1,13,4,0.6349693251533742,141,0,0,0.0,24.0,2.0,4.0,1,4,2,4,1,8,5,3,126,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,236.0409090909091,0.7323943661971831,0.0,0.009389671361502348,11.75,0,1,1
148,2,603.37,4.865887096774194,4.920000167244491,31.6,410,3.306451612903226,220,368,0,12,12,1.7886178861788615,104,0,0,0.0,77.0,3.0,5.0,6,3,2,4,1,1,2,5,182,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.3324050632911392,301.685,0.669683257918552,0.0,0.013574660633484163,34.666666666666664,0,1,1
11,4,1272.61,5.438504273504274,5.7375275351600585,42.0,827,3.534188034188034,357,368,0,11,11,1.5236051502145922,166,0,0,0.0,33.0,2.0,5.0,2,3,1,1,1,11,13,5,191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,318.1525,0.030726256983240222,0.0,0.00558659217877095,33.2,0,1,0
